assignment_id,experiment_name,user_id,variant,assigned_at
904,checkout_progress_indicator,904,control,2026-03-07 09:07:00
905,checkout_progress_indicator,905,treatment,2026-03-08 02:18:00
906,checkout_progress_indicator,906,treatment,2026-03-07 09:52:00
907,checkout_progress_indicator,907,control,2026-03-12 15:41:00
908,checkout_progress_indicator,908,control,2026-03-01 15:18:00
909,checkout_progress_indicator,909,control,2026-03-08 09:19:00
910,checkout_progress_indicator,910,treatment,2026-03-07 00:33:00
911,checkout_progress_indicator,911,control,2026-03-03 22:51:00
912,checkout_progress_indicator,912,treatment,2026-03-09 23:23:00
913,checkout_progress_indicator,913,control,2026-03-12 05:14:00
914,checkout_progress_indicator,914,control,2026-03-08 15:28:00
915,checkout_progress_indicator,915,treatment,2026-03-02 04:32:00
916,checkout_progress_indicator,916,control,2026-03-02 01:17:00
917,checkout_progress_indicator,917,control,2026-03-06 21:40:00
918,checkout_progress_indicator,918,treatment,2026-03-10 08:28:00
919,checkout_progress_indicator,919,control,2026-03-05 09:20:00
920,checkout_progress_indicator,920,control,2026-03-05 07:46:00
921,checkout_progress_indicator,921,control,2026-03-13 00:59:00
922,checkout_progress_indicator,922,control,2026-03-01 04:51:00
923,checkout_progress_indicator,923,treatment,2026-03-02 02:47:00
924,checkout_progress_indicator,924,control,2026-03-03 04:16:00
925,checkout_progress_indicator,925,treatment,2026-03-14 18:29:00
926,checkout_progress_indicator,926,treatment,2026-03-07 23:10:00
927,checkout_progress_indicator,927,treatment,2026-03-03 05:11:00
928,checkout_progress_indicator,928,treatment,2026-03-05 08:17:00
929,checkout_progress_indicator,929,treatment,2026-03-14 13:43:00
930,checkout_progress_indicator,930,treatment,2026-03-10 17:18:00
931,checkout_progress_indicator,931,control,2026-03-04 03:09:00
932,checkout_progress_indicator,932,control,2026-03-04 08:51:00
933,checkout_progress_indicator,933,treatment,2026-03-02 01:11:00
934,checkout_progress_indicator,934,control,2026-03-11 19:39:00
935,checkout_progress_indicator,935,treatment,2026-03-02 22:10:00
936,checkout_progress_indicator,936,control,2026-03-05 00:15:00
937,checkout_progress_indicator,937,treatment,2026-03-05 21:03:00
938,checkout_progress_indicator,938,control,2026-03-09 16:36:00
939,checkout_progress_indicator,939,treatment,2026-03-09 11:43:00
940,checkout_progress_indicator,940,control,2026-03-12 04:32:00
941,checkout_progress_indicator,941,control,2026-03-05 03:52:00
942,checkout_progress_indicator,942,treatment,2026-03-06 09:32:00
943,checkout_progress_indicator,943,treatment,2026-03-06 10:34:00
944,checkout_progress_indicator,944,treatment,2026-03-01 15:43:00
945,checkout_progress_indicator,945,treatment,2026-03-11 07:49:00
946,checkout_progress_indicator,946,control,2026-03-08 11:54:00
947,checkout_progress_indicator,947,treatment,2026-03-07 15:49:00
948,checkout_progress_indicator,948,control,2026-03-14 22:27:00
949,checkout_progress_indicator,949,treatment,2026-03-03 12:05:00
950,checkout_progress_indicator,950,control,2026-03-14 13:34:00
951,checkout_progress_indicator,951,control,2026-03-10 12:36:00
952,checkout_progress_indicator,952,treatment,2026-03-04 02:15:00
953,checkout_progress_indicator,953,treatment,2026-03-10 11:58:00
954,checkout_progress_indicator,954,control,2026-03-11 13:54:00
955,checkout_progress_indicator,955,treatment,2026-03-06 01:47:00
956,checkout_progress_indicator,956,treatment,2026-03-05 19:54:00
957,checkout_progress_indicator,957,control,2026-03-12 16:37:00
958,checkout_progress_indicator,958,treatment,2026-03-03 05:51:00
959,checkout_progress_indicator,959,control,2026-03-01 04:28:00
960,checkout_progress_indicator,960,control,2026-03-10 07:44:00
961,checkout_progress_indicator,961,treatment,2026-03-13 16:35:00
962,checkout_progress_indicator,962,control,2026-03-08 00:17:00
963,checkout_progress_indicator,963,control,2026-03-02 21:21:00
964,checkout_progress_indicator,964,treatment,2026-03-08 13:10:00
965,checkout_progress_indicator,965,control,2026-03-04 12:37:00
966,checkout_progress_indicator,966,treatment,2026-03-12 14:00:00
967,checkout_progress_indicator,967,treatment,2026-03-09 13:40:00
968,checkout_progress_indicator,968,control,2026-03-05 17:04:00
969,checkout_progress_indicator,969,treatment,2026-03-09 17:51:00
970,checkout_progress_indicator,970,control,2026-03-10 08:08:00
971,checkout_progress_indicator,971,treatment,2026-03-10 12:03:00
972,checkout_progress_indicator,972,control,2026-03-06 03:02:00
973,checkout_progress_indicator,973,treatment,2026-03-08 23:43:00
974,checkout_progress_indicator,974,control,2026-03-01 14:21:00
975,checkout_progress_indicator,975,treatment,2026-03-06 15:35:00
976,checkout_progress_indicator,976,control,2026-03-06 07:00:00
977,checkout_progress_indicator,977,control,2026-03-08 11:39:00
978,checkout_progress_indicator,978,control,2026-03-14 07:12:00
979,checkout_progress_indicator,979,treatment,2026-03-14 08:23:00
980,checkout_progress_indicator,980,treatment,2026-03-07 18:22:00
981,checkout_progress_indicator,981,control,2026-03-10 01:06:00
982,checkout_progress_indicator,982,control,2026-03-02 12:21:00
983,checkout_progress_indicator,983,control,2026-03-07 18:02:00
984,checkout_progress_indicator,984,control,2026-03-10 15:06:00
985,checkout_progress_indicator,985,treatment,2026-03-10 13:25:00
986,checkout_progress_indicator,986,treatment,2026-03-14 11:41:00
987,checkout_progress_indicator,987,treatment,2026-03-07 12:39:00
988,checkout_progress_indicator,988,control,2026-03-13 17:04:00
989,checkout_progress_indicator,989,control,2026-03-14 16:50:00
990,checkout_progress_indicator,990,treatment,2026-03-09 00:10:00
991,checkout_progress_indicator,991,control,2026-03-02 06:44:00
992,checkout_progress_indicator,992,treatment,2026-03-06 06:25:00
993,checkout_progress_indicator,993,control,2026-03-11 16:56:00
994,checkout_progress_indicator,994,control,2026-03-09 03:06:00
995,checkout_progress_indicator,995,treatment,2026-03-14 02:36:00
996,checkout_progress_indicator,996,control,2026-03-12 10:09:00
997,checkout_progress_indicator,997,treatment,2026-03-01 21:14:00
998,checkout_progress_indicator,998,control,2026-03-13 01:22:00
999,checkout_progress_indicator,999,control,2026-03-06 00:04:00
1000,checkout_progress_indicator,1000,control,2026-03-12 11:07:00
1001,checkout_progress_indicator,522,control,2026-03-02 02:53:00
1002,checkout_progress_indicator,738,treatment,2026-03-02 19:06:00
1003,checkout_progress_indicator,741,control,2026-03-09 11:56:00
1004,checkout_progress_indicator,661,treatment,2026-03-06 11:08:00
1005,checkout_progress_indicator,412,control,2026-03-06 19:17:00
1006,checkout_progress_indicator,679,treatment,2026-03-02 01:22:00
1007,checkout_progress_indicator,627,control,2026-03-08 02:38:00
1008,checkout_progress_indicator,514,treatment,2026-03-03 00:00:00
