exposure_id,experiment_name,user_id,variant,surface,exposed_at
800,checkout_progress_indicator,800,control,checkout,2026-03-01 20:32:00
801,checkout_progress_indicator,801,treatment,checkout,2026-03-03 21:11:00
802,checkout_progress_indicator,802,treatment,checkout,2026-03-12 15:58:00
803,checkout_progress_indicator,803,treatment,checkout,2026-03-08 13:29:00
804,checkout_progress_indicator,804,control,checkout,2026-03-01 09:10:00
805,checkout_progress_indicator,805,control,checkout,2026-03-10 20:10:00
806,checkout_progress_indicator,806,treatment,checkout,2026-03-02 22:29:00
807,checkout_progress_indicator,807,treatment,checkout,2026-03-11 22:48:00
808,checkout_progress_indicator,808,control,checkout,2026-03-12 04:04:00
809,checkout_progress_indicator,809,control,checkout,2026-03-12 13:00:00
810,checkout_progress_indicator,810,control,checkout,2026-03-07 12:11:00
811,checkout_progress_indicator,811,control,checkout,2026-03-04 17:59:00
812,checkout_progress_indicator,812,control,checkout,2026-03-13 08:08:00
813,checkout_progress_indicator,813,control,checkout,2026-03-08 19:44:00
814,checkout_progress_indicator,814,treatment,checkout,2026-03-09 21:30:00
815,checkout_progress_indicator,815,control,checkout,2026-03-02 21:52:00
816,checkout_progress_indicator,816,control,checkout,2026-03-09 17:30:00
817,checkout_progress_indicator,817,control,checkout,2026-03-09 02:54:00
818,checkout_progress_indicator,818,treatment,checkout,2026-03-05 02:11:00
819,checkout_progress_indicator,819,control,checkout,2026-03-11 17:39:00
820,checkout_progress_indicator,820,control,checkout,2026-03-02 20:54:00
821,checkout_progress_indicator,821,control,checkout,2026-03-11 01:42:00
822,checkout_progress_indicator,822,treatment,checkout,2026-03-14 10:57:00
823,checkout_progress_indicator,823,treatment,checkout,2026-03-08 22:35:00
824,checkout_progress_indicator,824,control,checkout,2026-03-02 11:12:00
825,checkout_progress_indicator,825,control,checkout,2026-03-08 17:54:00
826,checkout_progress_indicator,826,control,checkout,2026-03-08 09:44:00
827,checkout_progress_indicator,827,treatment,checkout,2026-03-08 17:32:00
828,checkout_progress_indicator,828,treatment,checkout,2026-03-04 19:34:00
829,checkout_progress_indicator,829,control,checkout,2026-03-09 18:21:00
830,checkout_progress_indicator,830,control,checkout,2026-03-04 16:45:00
831,checkout_progress_indicator,831,treatment,checkout,2026-03-08 19:26:00
832,checkout_progress_indicator,832,treatment,checkout,2026-03-09 07:46:00
833,checkout_progress_indicator,833,control,checkout,2026-03-10 01:00:00
834,checkout_progress_indicator,834,control,checkout,2026-03-12 04:06:00
835,checkout_progress_indicator,835,control,checkout,2026-03-13 08:31:00
836,checkout_progress_indicator,836,treatment,checkout,2026-03-11 21:07:00
837,checkout_progress_indicator,837,treatment,checkout,2026-03-12 03:24:00
838,checkout_progress_indicator,838,treatment,checkout,2026-03-13 03:55:00
839,checkout_progress_indicator,839,treatment,checkout,2026-03-04 09:28:00
840,checkout_progress_indicator,840,control,checkout,2026-03-05 02:24:00
841,checkout_progress_indicator,841,control,checkout,2026-03-08 11:06:00
842,checkout_progress_indicator,842,control,checkout,2026-03-07 12:29:00
843,checkout_progress_indicator,843,treatment,checkout,2026-03-10 19:54:00
844,checkout_progress_indicator,844,treatment,checkout,2026-03-01 03:08:00
845,checkout_progress_indicator,845,control,checkout,2026-03-02 22:41:00
846,checkout_progress_indicator,846,control,checkout,2026-03-11 10:56:00
847,checkout_progress_indicator,847,treatment,checkout,2026-03-12 12:10:00
848,checkout_progress_indicator,848,treatment,checkout,2026-03-05 05:35:00
849,checkout_progress_indicator,849,treatment,checkout,2026-03-05 08:28:00
850,checkout_progress_indicator,850,control,checkout,2026-03-08 20:39:00
851,checkout_progress_indicator,851,treatment,checkout,2026-03-07 16:18:00
852,checkout_progress_indicator,852,treatment,checkout,2026-03-03 08:53:00
853,checkout_progress_indicator,853,treatment,checkout,2026-03-08 00:09:00
854,checkout_progress_indicator,854,treatment,checkout,2026-03-12 11:19:00
855,checkout_progress_indicator,855,treatment,checkout,2026-03-11 05:07:00
856,checkout_progress_indicator,856,treatment,checkout,2026-03-12 10:36:00
857,checkout_progress_indicator,857,treatment,checkout,2026-03-10 00:19:00
858,checkout_progress_indicator,858,control,checkout,2026-03-13 06:49:00
859,checkout_progress_indicator,859,control,checkout,2026-03-04 11:56:00
860,checkout_progress_indicator,860,treatment,checkout,2026-03-01 15:26:00
861,checkout_progress_indicator,861,treatment,checkout,2026-03-02 14:19:00
862,checkout_progress_indicator,862,control,checkout,2026-03-14 21:27:00
863,checkout_progress_indicator,863,control,checkout,2026-03-09 23:12:00
864,checkout_progress_indicator,864,treatment,checkout,2026-03-04 11:15:00
865,checkout_progress_indicator,865,treatment,checkout,2026-03-12 22:58:00
866,checkout_progress_indicator,866,treatment,checkout,2026-03-05 07:58:00
867,checkout_progress_indicator,867,control,checkout,2026-03-09 08:41:00
868,checkout_progress_indicator,868,treatment,checkout,2026-03-04 11:46:00
869,checkout_progress_indicator,869,treatment,checkout,2026-03-02 07:52:00
870,checkout_progress_indicator,870,control,checkout,2026-03-04 17:53:00
871,checkout_progress_indicator,871,control,checkout,2026-03-04 04:39:00
872,checkout_progress_indicator,872,treatment,checkout,2026-03-08 17:41:00
873,checkout_progress_indicator,873,control,checkout,2026-03-01 06:57:00
874,checkout_progress_indicator,874,treatment,checkout,2026-03-04 08:34:00
875,checkout_progress_indicator,875,treatment,checkout,2026-03-08 22:46:00
876,checkout_progress_indicator,876,treatment,checkout,2026-03-06 12:18:00
877,checkout_progress_indicator,877,control,checkout,2026-03-09 21:40:00
878,checkout_progress_indicator,878,treatment,checkout,2026-03-10 04:17:00
879,checkout_progress_indicator,879,control,checkout,2026-03-14 12:21:00
880,checkout_progress_indicator,880,treatment,checkout,2026-03-12 16:54:00
881,checkout_progress_indicator,881,control,checkout,2026-03-04 04:40:00
882,checkout_progress_indicator,882,treatment,checkout,2026-03-10 16:45:00
883,checkout_progress_indicator,883,treatment,checkout,2026-03-09 18:45:00
884,checkout_progress_indicator,884,control,checkout,2026-03-09 07:41:00
885,checkout_progress_indicator,885,control,checkout,2026-03-12 04:27:00
886,checkout_progress_indicator,886,treatment,checkout,2026-03-03 01:38:00
887,checkout_progress_indicator,887,control,checkout,2026-03-06 06:03:00
888,checkout_progress_indicator,888,control,checkout,2026-03-12 10:12:00
889,checkout_progress_indicator,889,control,checkout,2026-03-13 11:46:00
890,checkout_progress_indicator,890,treatment,checkout,2026-03-01 12:31:00
891,checkout_progress_indicator,891,treatment,checkout,2026-03-07 14:24:00
892,checkout_progress_indicator,892,control,checkout,2026-03-04 16:46:00
893,checkout_progress_indicator,893,treatment,checkout,2026-03-03 08:25:00
894,checkout_progress_indicator,894,control,checkout,2026-03-01 19:10:00
895,checkout_progress_indicator,895,control,checkout,2026-03-08 12:47:00
896,checkout_progress_indicator,896,control,checkout,2026-03-10 08:15:00
897,checkout_progress_indicator,897,control,checkout,2026-03-08 10:30:00
898,checkout_progress_indicator,898,control,checkout,2026-03-06 03:46:00
899,checkout_progress_indicator,899,treatment,checkout,2026-03-11 19:09:00
900,checkout_progress_indicator,900,control,checkout,2026-03-10 03:05:00
901,checkout_progress_indicator,901,treatment,checkout,2026-03-13 17:13:00
902,checkout_progress_indicator,902,control,checkout,2026-03-05 20:36:00
903,checkout_progress_indicator,903,control,checkout,2026-03-04 08:17:00
904,checkout_progress_indicator,904,control,checkout,2026-03-07 09:07:00
905,checkout_progress_indicator,905,treatment,checkout,2026-03-08 02:18:00
906,checkout_progress_indicator,906,treatment,checkout,2026-03-07 09:52:00
907,checkout_progress_indicator,907,control,checkout,2026-03-12 15:41:00
908,checkout_progress_indicator,908,control,checkout,2026-03-01 15:18:00
909,checkout_progress_indicator,909,control,checkout,2026-03-08 09:19:00
910,checkout_progress_indicator,910,treatment,checkout,2026-03-07 00:33:00
911,checkout_progress_indicator,911,control,checkout,2026-03-03 22:51:00
912,checkout_progress_indicator,912,treatment,checkout,2026-03-09 23:23:00
913,checkout_progress_indicator,913,control,checkout,2026-03-12 05:14:00
914,checkout_progress_indicator,914,control,checkout,2026-03-08 15:28:00
915,checkout_progress_indicator,915,treatment,checkout,2026-03-02 04:32:00
916,checkout_progress_indicator,916,control,checkout,2026-03-02 01:17:00
917,checkout_progress_indicator,917,control,checkout,2026-03-06 21:40:00
918,checkout_progress_indicator,918,treatment,checkout,2026-03-10 08:28:00
919,checkout_progress_indicator,919,control,checkout,2026-03-05 09:20:00
920,checkout_progress_indicator,920,control,checkout,2026-03-05 07:46:00
921,checkout_progress_indicator,921,control,checkout,2026-03-13 00:59:00
922,checkout_progress_indicator,922,control,checkout,2026-03-01 04:51:00
923,checkout_progress_indicator,923,treatment,checkout,2026-03-02 02:47:00
924,checkout_progress_indicator,924,control,checkout,2026-03-03 04:16:00
925,checkout_progress_indicator,925,treatment,checkout,2026-03-14 18:29:00
926,checkout_progress_indicator,926,treatment,checkout,2026-03-07 23:10:00
927,checkout_progress_indicator,927,treatment,checkout,2026-03-03 05:11:00
928,checkout_progress_indicator,928,treatment,checkout,2026-03-05 08:17:00
929,checkout_progress_indicator,929,treatment,checkout,2026-03-14 13:43:00
930,checkout_progress_indicator,930,treatment,checkout,2026-03-10 17:18:00
931,checkout_progress_indicator,931,control,checkout,2026-03-04 03:09:00
932,checkout_progress_indicator,932,control,checkout,2026-03-04 08:51:00
933,checkout_progress_indicator,933,treatment,checkout,2026-03-02 01:11:00
934,checkout_progress_indicator,934,control,checkout,2026-03-11 19:39:00
935,checkout_progress_indicator,935,treatment,checkout,2026-03-02 22:10:00
936,checkout_progress_indicator,936,control,checkout,2026-03-05 00:15:00
937,checkout_progress_indicator,937,treatment,checkout,2026-03-05 21:03:00
938,checkout_progress_indicator,938,control,checkout,2026-03-09 16:36:00
939,checkout_progress_indicator,939,treatment,checkout,2026-03-09 11:43:00
940,checkout_progress_indicator,940,control,checkout,2026-03-12 04:32:00
941,checkout_progress_indicator,941,control,checkout,2026-03-05 03:52:00
942,checkout_progress_indicator,942,treatment,checkout,2026-03-06 09:32:00
943,checkout_progress_indicator,943,treatment,checkout,2026-03-06 10:34:00
944,checkout_progress_indicator,944,treatment,checkout,2026-03-01 15:43:00
945,checkout_progress_indicator,945,treatment,checkout,2026-03-11 07:49:00
946,checkout_progress_indicator,946,control,checkout,2026-03-08 11:54:00
947,checkout_progress_indicator,947,treatment,checkout,2026-03-07 15:49:00
948,checkout_progress_indicator,948,control,checkout,2026-03-14 22:27:00
949,checkout_progress_indicator,949,treatment,checkout,2026-03-03 12:05:00
950,checkout_progress_indicator,950,control,checkout,2026-03-14 13:34:00
951,checkout_progress_indicator,951,control,checkout,2026-03-10 12:36:00
952,checkout_progress_indicator,952,treatment,checkout,2026-03-04 02:15:00
953,checkout_progress_indicator,953,treatment,checkout,2026-03-10 11:58:00
954,checkout_progress_indicator,954,control,checkout,2026-03-11 13:54:00
955,checkout_progress_indicator,955,treatment,checkout,2026-03-06 01:47:00
956,checkout_progress_indicator,956,treatment,checkout,2026-03-05 19:54:00
957,checkout_progress_indicator,957,control,checkout,2026-03-12 16:37:00
958,checkout_progress_indicator,958,treatment,checkout,2026-03-03 05:51:00
959,checkout_progress_indicator,959,control,checkout,2026-03-01 04:28:00
960,checkout_progress_indicator,960,control,checkout,2026-03-10 07:44:00
961,checkout_progress_indicator,961,treatment,checkout,2026-03-13 16:35:00
962,checkout_progress_indicator,962,control,checkout,2026-03-08 00:17:00
963,checkout_progress_indicator,963,control,checkout,2026-03-02 21:21:00
964,checkout_progress_indicator,964,treatment,checkout,2026-03-08 13:10:00
965,checkout_progress_indicator,965,control,checkout,2026-03-04 12:37:00
966,checkout_progress_indicator,966,treatment,checkout,2026-03-12 14:00:00
967,checkout_progress_indicator,967,treatment,checkout,2026-03-09 13:40:00
968,checkout_progress_indicator,968,control,checkout,2026-03-05 17:04:00
969,checkout_progress_indicator,969,treatment,checkout,2026-03-09 17:51:00
970,checkout_progress_indicator,970,control,checkout,2026-03-10 08:08:00
971,checkout_progress_indicator,971,treatment,checkout,2026-03-10 12:03:00
972,checkout_progress_indicator,972,control,checkout,2026-03-06 03:02:00
973,checkout_progress_indicator,973,treatment,checkout,2026-03-08 23:43:00
974,checkout_progress_indicator,974,control,checkout,2026-03-01 14:21:00
975,checkout_progress_indicator,975,treatment,checkout,2026-03-06 15:35:00
976,checkout_progress_indicator,976,control,checkout,2026-03-06 07:00:00
977,checkout_progress_indicator,977,control,checkout,2026-03-08 11:39:00
978,checkout_progress_indicator,978,control,checkout,2026-03-14 07:12:00
979,checkout_progress_indicator,979,treatment,checkout,2026-03-14 08:23:00
980,checkout_progress_indicator,980,treatment,checkout,2026-03-07 18:22:00
981,checkout_progress_indicator,981,control,checkout,2026-03-10 01:06:00
982,checkout_progress_indicator,982,control,checkout,2026-03-02 12:21:00
983,checkout_progress_indicator,983,control,checkout,2026-03-07 18:02:00
984,checkout_progress_indicator,984,control,checkout,2026-03-10 15:06:00
985,checkout_progress_indicator,985,treatment,checkout,2026-03-10 13:25:00
986,checkout_progress_indicator,986,treatment,checkout,2026-03-14 11:41:00
987,checkout_progress_indicator,987,treatment,checkout,2026-03-07 12:39:00
988,checkout_progress_indicator,988,control,checkout,2026-03-13 17:04:00
989,checkout_progress_indicator,989,control,checkout,2026-03-14 16:50:00
990,checkout_progress_indicator,990,treatment,checkout,2026-03-09 00:10:00
991,checkout_progress_indicator,991,control,checkout,2026-03-02 06:44:00
992,checkout_progress_indicator,992,treatment,checkout,2026-03-06 06:25:00
993,checkout_progress_indicator,993,control,checkout,2026-03-11 16:56:00
994,checkout_progress_indicator,994,control,checkout,2026-03-09 03:06:00
995,checkout_progress_indicator,995,treatment,checkout,2026-03-14 02:36:00
996,checkout_progress_indicator,996,control,checkout,2026-03-12 10:09:00
997,checkout_progress_indicator,997,treatment,checkout,2026-03-01 21:14:00
998,checkout_progress_indicator,998,control,checkout,2026-03-13 01:22:00
999,checkout_progress_indicator,999,control,checkout,2026-03-06 00:04:00
1000,checkout_progress_indicator,1000,control,checkout,2026-03-12 11:07:00
